customer_id,first_name,last_name,avg_check
3579,Lanie,Killough,266.870000
9451,Tracy,Medwell,224.126000
3975,Noelani,Rider,207.425000
5568,Tessy,Kopp,241.303000
8047,Marianne,Longmuir,204.024000
6740,Domingo,Haggie,277.302000
9053,Dulci,Swinbourne,222.546000
1061,Leese,Caseley,200.275000
9395,Noami,Metschke,265.389000
519,Elmo,Lope,226.721000
1505,Juanita,Mose,226.601000
5346,Lura,Brambill,292.911000
5478,Leighton,Treuge,246.624000
5655,Monte,Ewdale,333.055000
7160,Gayla,Martschke,256.942000
8399,Beckie,Dunkerton,357.110000
1939,Dalenna,Boote,236.206000
2823,Valeda,Miquelet,287.130000
5838,Edee,Wraith,329.982000
6024,Shea,Jeanet,311.336000
6339,Dulcea,Philpot,222.101000
9166,Violetta,Lassen,244.057000
5335,Walther,Sturton,202.126000
5361,Jarrid,Jess,213.658000
6394,Andeee,Cripin,256.633000
9123,Elissa,Raddon,201.179000
3919,Justine,Rosekilly,304.084000
6536,Sindee,Betton,163.192000
8138,Leif,Bradnam,310.846000
185,Bondie,Rissom,274.412000
618,Alicea,Van Der Walt,184.782000
747,Ermanno,Sobczak,219.352000
1542,Arny,O'Docherty,206.487000
5334,Hannis,Welsh,319.149000
7902,Kelsi,Hayland,205.271000
2647,Katherine,Mattei,265.509000
7323,Wallis,Sweetzer,320.106000
435,Rolfe,Antognoni,226.467000
581,Hadrian,Crowcombe,272.282000
3261,Wiley,Caulder,266.654000
4162,Kort,Hutcheon,209.155000
5303,Leonie,Billett,241.109000
8088,Daria,Bullivent,288.052000
9931,Craig,O'Carran,316.105000
704,Konrad,Sambles,288.393000
3752,Iolande,De Blasi,185.796000
4663,Winnie,Fasset,310.586000
9754,Erskine,McEvilly,283.827000
2614,Stacy,Varren,273.289000
4102,Isaiah,Mattschas,347.890000
5959,Sander,Kensy,246.734000
4311,Fonzie,Jouannisson,231.935000
7042,Bing,Crosi,337.751000
8943,Cirilo,Woodroofe,243.782000
1683,Reamonn,Gerler,347.397000
2364,Neddie,Gulberg,256.469000
7078,Mei,Cleft,239.395000
7468,Dar,Murra,204.582000
9088,Cariotta,Smales,320.738000
1047,Shae,Thirlwell,245.654000
2603,Bern,O'Cannan,254.513000
4569,Torry,Gruszczak,253.564000
4614,Cassius,Morriss,297.467000
4979,Andris,Kinson,243.756000
1878,Stephana,Hallows,263.983000
6112,Dana,Oertzen,296.748000
6223,Nara,Tran,308.469000
6508,Gradeigh,Deme,179.114000
7616,Riane,Laugier,253.698000
7707,Brad,Sims,271.702000
7789,Barbaraanne,Lineham,262.876000
1822,Gonzalo,Trimming,211.679000
4757,Emmye,Kinforth,276.946000
7269,Francis,Crosfeld,254.135000
8484,Barron,Gibby,260.788000
9157,Flem,Yourell,256.657000
734,Felicdad,Ollerearnshaw,236.423000
2471,Vale,Volant,336.632000
3231,Devlen,Wilkin,252.513000
3572,Sindee,Lownsbrough,244.125000
6578,Roth,Flaws,220.832000
7286,Ralph,Heymann,265.558000
8043,Kippar,Edeson,293.035000
4365,Josi,Lacoste,208.333000
5967,Irwinn,Matthisson,263.087000
6755,Sandy,Croxon,311.609000
7572,Phillipp,Mabbett,318.268000
9230,Elihu,Ballay,272.671000
5158,Ruthie,Aspole,249.001000
5234,La verne,Stanford,270.392000
6694,Scarlet,Grafton,278.884000
8753,Billy,Drugan,171.451000
1218,Luke,Moult,232.861000
2879,Darrick,Pietraszek,279.647000
3908,Rafaelia,Leppingwell,270.128000
4091,Augie,Dolan,283.342000
1646,Tate,Burdis,309.213000
5031,Christophe,Pickworth,257.968000
5359,Mildrid,Espinoza,304.575000
9052,Gweneth,Holdey,291.373000
9092,Clemence,Twinborough,276.737000
5520,Rosie,Lavis,277.834000
7894,Evangelia,Rouge,244.486000
8578,Cort,Crowcher,246.008000
8615,Jobey,Jovic,279.943000
9411,Prent,Mariette,189.243000
9981,Ingunna,Beneix,246.911000
5971,Lorettalorna,McPaik,298.001000
6243,Thornton,Delve,255.739000
6745,Armin,Cassy,261.964000
359,Gerianne,Springett,328.540000
6275,Juli,Callan,208.415000
6756,Geordie,Westby,265.518000
8032,Shandy,Churching,199.646000
340,Robinette,Canland,227.443000
2837,Leia,Buttle,210.370000
2849,Guenna,Laye,277.456000
4564,Ario,Peto,252.639000
6452,Brenda,Le Sarr,300.615000
7009,Cordula,Ogglebie,188.427000
7759,Sofia,Keymar,223.393000
8903,Shalom,Caccavella,230.368000
9776,Elicia,Stannett,294.931000
3120,Barby,Stowgill,178.097000
4504,Adiana,Westmore,187.996000
5591,Helaine,Padson,255.982000
5937,Minette,Cherry,211.317000
5492,Casar,Lurriman,220.240000
5553,Trisha,McNeely,263.026000
6328,Benedicta,Heppner,297.100000
647,Tiphany,Puddle,219.336000
1467,Jamima,Burford,235.130000
2666,Sean,Mulchrone,208.948000
5274,Ashlee,O'Brollachain,218.549000
6086,Ulrich,Do Rosario,150.477000
7506,Kristina,Frow,262.247000
339,Helaine,Marusyak,301.782000
983,Colleen,Symmers,285.542000
1355,Shaina,Wedderburn,255.079000
3324,Emmanuel,McClaughlin,254.188000
3388,Karel,Blakden,297.769000
5347,Angela,Truwert,337.916000
5507,Holt,Cartman,244.736000
6302,Phip,Silverston,268.682000
7231,Kayla,Chauvey,262.082000
7739,Frederica,Bendel,252.816000
8992,Berget,Resun,214.819000
9862,Roxine,Montgomery,332.150000
4692,Benoite,Simnett,265.250000
4928,Therese,Yakobowitz,335.755000
6017,Wayland,Wand,223.605000
9008,Fayina,Breakwell,203.762000
9637,Edee,Pococke,227.959000
2613,Jami,Glencross,238.908000
3534,Morrie,Porter,317.371000
5086,Mendy,Gantzer,263.296000
6199,Maressa,Marflitt,260.825000
6370,Wallas,Guerri,288.050000
6403,Georgianna,Ludye,197.255000
7703,Jerry,Izat,232.562000
846,Abby,Longridge,268.011000
4839,Haroun,L'oiseau,236.460000
6043,Courtnay,Ganiford,288.506000
9131,Bryn,Arnoll,239.848000
9334,Yvonne,Enric,263.859000
9515,Merrill,Deener,294.902000
3001,Emmerich,Gosker,307.626000
3027,Alfred,Croston,263.537000
5626,Addy,Barker,158.864000
5954,Bathsheba,Carey,234.903000
6160,Zulema,Allmark,235.119000
7161,Fancy,Glendza,228.723000
7578,Minetta,Yakob,251.560000
2375,Felic,Dugood,274.234000
3894,Wolfgang,Jorg,232.237000
6751,Caprice,Moakson,190.479000
2368,Sonni,Davion,261.486000
5132,Grier,Bettaney,323.984000
5176,Chic,Tocque,247.309000
6529,Austen,Whaley,253.475000
279,Mattie,Dingsdale,214.917000
2268,Oralla,Bukowski,264.906000
6710,Jeanne,Cadden,274.449000
8829,Iseabal,Sillett,158.124000
1748,Tiff,Frier,221.111000
3816,Sidonnie,MacLise,286.038000
397,Celle,Bagwell,301.516000
1436,Zea,Hawkings,201.702000
2822,Heath,Rosenstiel,211.329000
3947,Joann,Grent,298.771000
7096,Bondon,Losbie,345.329000
7248,Eveleen,Sprouls,197.428000
8990,Barri,Lorans,250.981000
9140,Gabrila,Gilardoni,232.512000
92,Gerda,Durbann,284.846000
2994,Irita,Wash,263.424000
5054,Babbette,Butt Gow,194.909000
6057,Stanislaus,Whiteoak,259.590000
6906,Philomena,Clint,264.982000
7667,Harman,Ferras,339.765000
6299,Tobye,Hadenton,312.767000
7715,Cassandre,Faragan,209.419000
8161,Codi,Semper,238.564000
826,Erinn,Stillwell,311.891000
8095,Mel,Ollenbuttel,267.421000
8573,Rich,Wallworth,247.829000
64,Vernice,Revell,262.731000
117,Lilli,Shrubb,270.929000
1874,Clarke,Cray,340.667000
2743,Nettie,Farnell,177.860000
2845,Marylou,Mahody,308.197000
2984,Waldo,Tradewell,287.341000
4130,Celinda,Jon,183.542000
4476,Sonnnie,Higounet,264.710000
5610,Tam,Jeanet,257.188000
7860,Cross,Dutton,203.697000
9906,Buddy,Stoite,267.404000
9995,Torie,Waller-Bridge,306.505000
764,Boigie,Folger,246.050000
1002,Jeana,Elleyne,252.085000
1733,Jerrilyn,Graysmark,232.083000
8870,Gabie,Casassa,242.064000
41,Trescha,Von Der Empten,226.730000
425,Doti,Looker,265.492000
1189,Randee,Marvell,226.086000
4110,Pepe,Saunders,233.852000
5291,Boigie,Simionato,254.135000
7072,Micaela,Dockwra,169.610000
8322,Chad,Janeway,285.551000
9278,Addy,Sybbe,326.942000
4276,Herschel,Chaff,368.252000
4441,Kiel,McCoughan,275.650000
4742,Gabe,Barkas,215.573000
5667,Graeme,Warrillow,211.164000
3835,Scot,Goodspeed,323.254000
6659,Lora,Hasker,301.629000
6787,Lyssa,Raffon,311.369000
7606,Murial,Pennings,303.313000
7957,Annnora,Lettuce,305.575000
3086,Alleyn,Goodband,227.615000
5744,Hadley,Philler,314.611000
6582,Iolanthe,Duffill,321.226000
7368,Georas,Armstead,254.255000
8504,Richie,Fairbrace,297.531000
9168,Anthe,Esterbrook,339.030000
9992,Goldia,Mastrantone,273.607000
327,Brose,Priddy,307.402000
1576,Ruben,Godmer,223.642000
1732,Kip,Mannock,341.849000
4073,Darla,Martinovic,193.603000
5876,Gabbie,Vogel,323.869000
6877,Sullivan,Torres,282.208000
7174,Lu,Tolumello,237.518000
9643,Dani,Gowers,223.879000
2428,Normand,Sponton,272.163000
9780,Sisely,Bonevant,298.791000
8221,Phoebe,Pimlock,282.876000
9066,Grissel,Finker,302.514000
179,Benny,Wilprecht,255.346000
1950,Hatty,Largent,210.760000
5124,Esta,Macourek,243.902000
5727,Berty,MacKissack,177.996000
6256,Theressa,Cornelissen,189.388000
6605,Rafaelia,Physick,229.346000
6647,Stan,Gorrissen,301.142000
7142,Vernice,Cosley,155.697000
37,Jamill,Merrigan,322.582000
2267,Alec,Chamberlayne,321.326000
7176,Meggy,Halcro,270.801000
2932,Germain,Steane,281.802000
3610,Quinta,Starr,219.728000
5618,Kelcie,Curtoys,308.347000
8589,Alaster,Allright,268.569000
979,Karina,Fruish,251.174000
1966,Dorian,Klima,271.904000
4770,Muriel,Wudeland,275.805000
6392,Gertie,Sudell,277.840000
7170,Doralynne,Duxbarry,352.812000
9921,Abdel,Gutherson,180.425000
1216,Conrade,Edmans,269.113000
1271,Vanny,Trewhela,266.677000
2735,Arleen,Sandars,284.883000
3797,Jayne,Irce,168.644000
4907,Annadiana,Chiles,223.869000
5191,Denver,Blannin,243.156000
5372,Sherm,Longcake,300.527000
7437,Alaine,Samwyse,241.537000
374,Maritsa,Massey,295.391000
2004,Ban,Gladtbach,205.606000
2589,Veronique,Milton-White,290.754000
3773,Reta,Merfin,179.509000
5180,Clem,Brunroth,231.161000
6009,Fannie,Luther,272.745000
6203,Larina,Glasbey,335.845000
6240,Edee,Rickett,218.462000
6447,Eldon,Aleksidze,243.814000
7509,Georgianne,Dwyer,280.937000
231,Barde,Bamlet,280.805000
1406,Emilia,Full,234.916000
3687,Sybil,Ellacott,283.647000
4946,Pierce,Sacker,209.419000
8632,Vittorio,Dumke,239.915000
9452,Dion,Queen,278.806000
1706,Brennan,Lehmann,293.465000
2305,Lari,Idwal Evans,249.782000
3051,Sinclare,Barniss,231.205000
4633,Nanice,Loseby,287.489000
6841,Myranda,Downham,272.865000
9114,Ava,Lowten,243.744000
1403,Archy,Siemens,228.575000
2244,Cole,Tonepohl,205.777000
5750,Carma,Aveline,260.865000
7327,Cecilio,Klaassens,246.645000
5748,Glenna,Gindghill,247.259000
9216,Katey,Bestiman,231.475000
9233,Ariadne,Silverman,361.693000
9697,Cristine,Godden,246.927000
1865,Kaiser,Acum,178.783000
7433,Yuma,Chalke,307.726000
7513,Mylo,Laste,303.712000
5969,Siward,O'Corr,228.275000
610,Kelsy,Hutten,219.757000
4343,Zorina,Rolles,200.962000
5264,Erick,Collum,261.191000
8194,Tod,Presley,258.925000
4274,Freeman,Dallywater,211.663000
5331,Dulciana,Izat,204.224000
5540,Lea,Rishbrook,275.558000
900,Lucille,Dollman,216.917000
1539,Michaeline,Matussov,235.880000
4626,Joelynn,Medd,221.142000
5558,Phillis,Pressman,224.619000
6539,Jessamine,Novotni,183.372000
7039,Germain,Canaan,281.205000
7618,Sol,Gobert,256.494000
7995,Juliana,Lusher,263.757000
8651,Juanita,Pauling,244.156000
9477,Wernher,Percival,294.943000
9755,Skippie,De Stoop,178.597000
1789,Phaedra,Worlidge,344.315000
1957,Lou,Cleen,190.666000
217,Chilton,Dirkin,265.047000
290,Davie,Bazoge,296.375000
3971,Ramsay,Karran,364.594000
4650,Aurelie,Bullivant,225.161000
7596,Marvin,Maxted,206.911000
823,Kaja,Stollard,278.734000
1545,Valerie,Oliphant,294.355000
5923,Dell,Ick,201.928000
6739,Tallie,Lowther,315.161000
7872,Sondra,Syalvester,257.885000
114,Sabra,Bladesmith,276.288000
8730,Arnuad,Klossmann,237.138000
9294,Linnet,Wilshaw,273.383000
3505,Junia,Goggen,246.842000
3653,Antonin,Boxell,295.374000
4592,Blakeley,Whitehurst,333.415000
4646,Fax,Dimitriou,217.493000
6348,Ines,Pawnsford,190.126000
7187,Bobbi,Letterese,280.107000
9859,Merell,Palluschek,217.867000
449,Mathias,Lotte,231.417000
2424,Riordan,Evett,267.401000
2574,Kittie,Feldhuhn,239.400000
4160,Gasper,Feore,292.042000
4299,Bethany,Arrow,195.724000
6363,Enid,Cable,240.899000
6910,Anselm,Tearle,236.984000
6966,Lazarus,Spadeck,260.693000
555,Micheil,Barkhouse,273.830000
1256,Lotty,Urey,344.136000
1397,Freeland,Kyngdon,284.303000
7597,Jany,Adamson,275.461000
8284,Gregory,Figg,333.562000
8971,Jenifer,Marxsen,240.596000
9221,Morley,McCarrick,213.377000
9868,Petronille,Sillitoe,299.559000
1169,Shannan,Rodriguez,201.883000
2959,Torey,Buche,279.730000
5998,Donny,Gon,271.453000
1075,Georas,Mulberry,215.814000
1614,Whitaker,Beardow,301.347000
1677,Enoch,Marzellano,200.493000
4682,Teodor,Eskriett,274.451000
1431,El,Kop,337.874000
2832,Georgena,Oatley,215.209000
3294,Inigo,Skates,277.619000
4550,Francyne,Jessett,280.217000
7251,Candace,Thormann,230.725000
8583,Conni,Dubber,197.320000
2070,Angel,Prenty,270.840000
7199,Giuseppe,Scotchford,261.840000
8081,Issie,Milhench,279.152000
8479,Dorene,Dell,293.698000
1000,Ezri,Binns,261.462000
2865,Ruben,Hatcliffe,242.874000
3864,Townsend,Goosey,261.350000
4892,Angelico,Roscrigg,294.655000
4943,Solly,Brunner,301.774000
7292,Cicely,Borthram,231.128000
9156,Gisele,Dyneley,276.465000
824,Clevey,Hopewell,185.421000
1236,Pattie,Hurleston,301.538000
2083,Marne,Allardyce,227.891000
4271,Stormie,McElmurray,250.961000
5065,Katinka,Kenewel,303.869000
7105,Keven,Oswell,207.754000
7620,Garold,Firpi,220.161000
1233,Danice,Medmore,291.301000
2807,Ferd,Guillotin,295.532000
3777,Tracey,Drescher,164.230000
5014,Annelise,Schoenfisch,196.513000
5780,Stafani,Blackden,247.798000
8862,Steffie,Lambeth,257.042000
2814,Sybyl,Venes,201.557000
4011,Brandais,Whetnell,265.948000
4154,Sorcha,Cleave,265.432000
8383,Lonee,Gandrich,245.212000
51,Arte,MacIlraith,238.550000
331,Jaclyn,Heinig,261.821000
2884,Editha,Punch,232.169000
2921,Vinny,Philliskirk,179.239000
3821,Olympia,Roselli,215.222000
5278,Nannie,Sivills,230.557000
9037,Elane,Lester,240.700000
532,Ernest,Rimes,225.386000
4780,Merline,Ferrier,228.808000
129,Jazmin,Gommes,236.678000
2068,Basile,O'Howbane,298.003000
4997,Codie,Dumbelton,296.649000
6478,Alysa,Brisse,188.799000
6677,Madeleine,Winslet,261.445000
7151,Suellen,McElwee,219.213000
2345,Wilden,Serjent,200.999000
5035,Justis,Berardt,298.113000
7074,Maria,Parrish,233.854000
7937,Larine,Hollier,250.782000
661,Maddie,Pessold,239.600000
1746,Donielle,Becaris,154.605000
3840,Eadmund,Ivanaev,254.961000
5092,Wood,Lago,261.736000
5523,Letizia,Roxburgh,211.177000
8073,Carolina,Hutt,324.923000
8228,Anatol,Shiel,277.506000
8549,April,Sharpless,271.645000
9229,Cornie,Espinas,276.058000
1356,Terence,Bertl,235.398000
2358,Cathyleen,Colqueran,232.648000
3361,Cynthie,Cromack,273.804000
6518,Clementia,Heliet,199.029000
9374,Rikki,Phear,244.119000
1724,Chaddy,Summerlad,263.367000
1960,Winston,Wilhelmy,218.724000
3598,Matias,Von Brook,227.761000
5449,Carr,McEvon,278.839000
5835,Bambi,Tomisch,213.610000
6789,Gunilla,Trytsman,250.113000
8995,Layney,Sharland,253.556000
1104,Lavina,Knuckles,225.642000
4140,Alphonso,Fihelly,248.549000
4224,Lida,Farnish,277.018000
5898,Aymer,Matthesius,229.521000
6947,Gabrila,Skett,234.220000
7694,Tierney,Cutting,272.519000
8626,Querida,Sammons,291.207000
3771,Sander,De Meyer,289.806000
4794,Fania,Brosoli,233.597000
5645,Justis,Robert,263.200000
5853,Marylin,Ewbanche,243.679000
8645,Crista,Poznanski,249.100000
9880,Rayna,Dobrowolski,201.881000
2230,Nikolai,Molineaux,223.694000
4761,Shayna,Williment,242.246000
6120,Janette,Vassie,314.761000
6327,Maible,Jurkowski,284.665000
9639,Chaunce,Basham,305.367000
1765,Kora,Scrinage,287.307000
3855,Elaine,Blader,247.847000
7755,Paige,Pacher,354.642000
3644,Kittie,Iaduccelli,256.285000
5589,Christy,Lummis,197.792000
6938,Philip,Emons,275.926000
8657,Corabella,Steart,263.353000
2290,Ariana,MacMaster,195.121000
3600,Vinita,Chavey,226.659000
4052,Frazer,Dwelling,252.394000
4340,Deerdre,Careswell,306.572000
4947,Cory,Date,315.882000
8461,Chrotoem,Smallbone,263.845000
769,Pete,Dibley,322.670000
5641,Kym,Girone,208.974000
6206,Conni,Leydon,219.732000
1039,Christian,Passo,245.778000
3640,Truda,Clinch,312.335000
3742,Arty,Meade,272.151000
4456,Harlen,Brookzie,289.358000
4525,Sheela,Greener,264.531000
510,Herbie,Chataignier,262.196000
3692,Joellyn,July,226.064000
4282,Cassandry,Ollivierre,239.104000
7626,Kaitlyn,Wilbud,210.473000
9598,Sherwood,Ibert,282.478000
167,Sheffield,Greydon,213.963000
945,Bendicty,Fewlass,246.568000
3317,Tully,Braitling,286.455000
4473,Twila,Wesson,251.595000
5262,Waldo,Tarry,275.057000
6613,Winny,Brosh,256.243000
9326,Andee,Gronow,229.927000
9521,Dru,Rahl,292.306000
1389,Jonah,Acors,186.421000
4233,Burl,Rozycki,254.138000
73,Kristian,Morfey,297.140000
2112,Maible,Tomasino,226.731000
7027,Leelah,Benoi,214.629000
8397,Hallie,Ebunoluwa,229.707000
9837,Helga,Benzi,201.712000
895,Sheeree,Aust,318.318000
2033,Jandy,Thaxton,237.186000
2321,Lucina,Skirlin,235.329000
5154,Livia,Seggie,237.357000
6129,Alley,Woolford,208.724000
9020,Melicent,Bury,314.728000
9122,Zollie,Jime,160.633000
795,Kirk,Salterne,270.929000
8369,Loella,Cowndley,194.660000
9911,Debor,Chater,174.774000
3801,Emilee,Mauchline,197.117000
6159,Bank,Audas,248.531000
6749,Daniela,Barrs,118.140000
7338,Holli,Goldson,240.816000
1454,Henderson,Hupe,308.686000
1709,Skyler,Forcer,211.761000
1897,Daniela,Groundwator,254.332000
2715,Nicola,Geillier,264.827000
6644,Karole,Handke,275.459000
7548,Kipp,Juliff,259.072000
9024,Merlina,Pfeffer,169.871000
9043,Kessia,Syvret,278.457000
1453,Adena,Allott,183.421000
2505,Orin,Willmer,211.256000
3580,Abba,Mixworthy,300.642000
4432,Aron,Bachellier,236.375000
6494,Nicoli,Allpress,272.485000
480,Geoff,Sywell,252.355000
1592,Caroljean,Alenichev,226.932000
4255,Yorgos,Sheppard,201.445000
5197,Sybyl,Masarrat,204.286000
967,Lorri,Ketchen,250.106000
2408,Zebulon,Rudderham,246.238000
3564,Grace,Jilliss,204.034000
4951,Neala,Amort,166.610000
5196,Agace,France,312.701000
7294,Una,Locard,257.380000
9045,Emmit,Lyttle,195.047000
9835,Nada,Landre,300.118000
740,Jordan,Gwilliam,215.693000
1687,Leann,Ferraresi,205.268000
3868,Julissa,Frostdick,221.717000
6000,Scarlet,Tomaselli,214.649000
226,Umeko,Penvarden,191.334000
2541,Rikki,Corstan,257.757000
5312,Shanta,Inglesent,331.696000
9949,Wallace,Kime,260.708000
1221,Tobias,Druitt,328.806000
3322,Cassi,Seys,198.216000
5475,Lucy,Sleightholm,271.333000
3713,Solomon,Haythornthwaite,244.752000
5830,Rochella,Brauner,190.519000
6368,Mia,Grubb,314.322000
1465,Cyrillus,Squier,267.449000
1648,Belita,Piscopello,274.527000
4406,Theodora,Marusyak,295.425000
9407,Denna,Peacock,213.271000
2870,Marys,Walworth,265.421000
2943,Henrie,Collocott,216.206000
6431,Cathrin,Giffen,285.782000
7036,Christiana,Habbal,247.136000
3094,Amber,Mullins,310.292000
3507,Gaspar,Server,226.420000
7219,Archambault,Callen,241.063000
490,Giuditta,Parmeter,250.356000
4735,Alayne,Genn,155.183000
4869,Kirby,Aneley,256.533000
5784,Megen,Manolov,140.984000
6364,Jeanine,Hume,278.415000
8889,Sara-ann,McMeanma,235.457000
9225,Anica,Yele,316.686000
1767,Anya,Loads,214.596000
3731,Denni,Swift,196.397000
4535,Karina,Halliberton,234.951000
4553,Sonya,Knevett,265.557000
5458,Farah,Hatwell,214.626000
6969,Miguelita,Mulvany,229.724000
2352,Eydie,Medgewick,314.100000
8732,Matty,Uccello,264.840000
622,Franni,Savine,222.617000
3237,Stafford,King,260.026000
3738,Ingemar,Morrott,306.323000
5310,Yelena,Rany,198.964000
6698,Stevena,Lailey,237.262000
6753,Donalt,Canland,265.396000
7314,Lynde,Parmley,232.854000
469,Felipe,Ramplee,165.796000
1027,Genni,Schultze,375.109000
1282,Corrina,O'Hearn,243.024000
5783,Piotr,Moules,281.719000
7878,Fiona,Shayler,329.784000
8814,Edvard,Forre,202.366000
9952,Mandi,Bunney,191.847000
1906,Westbrook,Couthard,316.029000
2634,Parry,Templar,260.646000
5175,Elsa,Vasilyevski,224.238000
5184,Madelene,Morfell,201.384000
9246,Gabby,Gregor,266.054000
712,Lynett,Dwelley,322.605000
859,Veradis,Ing,283.712000
8314,Dennet,Lenden,224.573000
8463,Elton,Lindsell,213.596000
8988,Kristos,Baudichon,254.801000
